KeyReleased,Key.f8,0.0037892999999993293
start
MouseMove,963,195,8.5195141
MouseMove,963,195,8.5198495
MouseMove,963,196,8.520732599999999
MouseMove,963,196,8.5213017
MouseMove,963,197,8.5224105
MouseMove,963,198,8.524491300000001
MouseMove,963,199,8.525489499999999
MouseMove,962,200,8.527407300000002
MouseMove,962,200,8.5294662
MouseMove,962,201,8.5302796
MouseMove,962,201,8.531262600000002
MouseMove,961,202,8.532284299999999
MouseMove,961,202,8.5333535
MouseMove,961,202,8.53436
MouseMove,960,203,8.535247200000002
MouseMove,960,204,8.536333699999998
MouseMove,959,205,8.5383975
MouseMove,959,205,8.540559499999999
MouseMove,958,206,8.5414718
MouseMove,958,206,8.5423665
MouseMove,958,207,8.5433937
MouseMove,955,210,8.5444228
MouseMove,955,210,8.5494344
MouseMove,954,211,8.5506175
MouseMove,953,212,8.551649300000001
MouseMove,953,212,8.552617600000001
MouseMove,952,213,8.5534483
MouseMove,952,214,8.554255399999999
MouseMove,951,214,8.5552731
MouseMove,950,215,8.5562709
MouseMove,950,216,8.5572392
MouseMove,949,216,8.5582808
MouseMove,949,216,8.5592883
MouseMove,948,217,8.5602824
MouseMove,947,218,8.5612633
MouseMove,947,218,8.562208
MouseMove,946,219,8.5632254
MouseMove,945,221,8.5642438
MouseMove,945,221,8.565263199999999
MouseMove,944,222,8.5662971
MouseMove,943,223,8.567275099999998
MouseMove,942,224,8.5684581
MouseMove,941,225,8.5695538
MouseMove,941,226,8.570493100000002
MouseMove,940,227,8.571450599999999
MouseMove,939,228,8.5724782
MouseMove,938,229,8.5734909
MouseMove,937,230,8.5745215
MouseMove,936,231,8.5756768
MouseMove,936,231,8.576663
MouseMove,935,232,8.577429599999999
MouseMove,933,234,8.5784089
MouseMove,933,235,8.579433100000001
MouseMove,932,236,8.5805156
MouseMove,931,237,8.5814034
MouseMove,929,239,8.5825884
MouseMove,929,239,8.5835783
MouseMove,928,240,8.5843309
MouseMove,927,241,8.585457200000002
MouseMove,926,242,8.5865668
MouseMove,925,244,8.587572699999999
MouseMove,924,245,8.588754
MouseMove,923,247,8.5897881
MouseMove,922,248,8.590548300000002
MouseMove,920,250,8.5914784
MouseMove,919,252,8.5924713
MouseMove,918,253,8.5934811
MouseMove,917,254,8.594471100000002
MouseMove,916,256,8.5954753
MouseMove,915,257,8.596437000000002
MouseMove,913,259,8.597663
MouseMove,912,261,8.5986772
MouseMove,911,263,8.5997146
MouseMove,910,264,8.600915699999998
MouseMove,909,265,8.6020473
MouseMove,907,267,8.6030018
MouseMove,906,269,8.604078
MouseMove,904,272,8.605024300000002
MouseMove,902,274,8.606300200000002
MouseMove,901,275,8.6073109
MouseMove,901,276,8.6082849
MouseMove,899,277,8.6106995
MouseMove,897,280,8.6119329
MouseMove,895,282,8.6131503
MouseMove,894,284,8.6140679
MouseMove,890,288,8.6149603
MouseMove,886,292,8.6169475
MouseMove,885,293,8.617907399999998
MouseMove,883,296,8.6192435
MouseMove,881,298,8.6205111
MouseMove,876,302,8.6213217
MouseMove,874,305,8.6226157
MouseMove,871,307,8.6234062
MouseMove,870,308,8.624509
MouseMove,867,311,8.625690800000001
MouseMove,864,314,8.626620399999998
MouseMove,860,317,8.627500800000002
MouseMove,858,320,8.628618900000001
MouseMove,855,322,8.629726100000001
MouseMove,852,325,8.631105100000001
MouseMove,845,331,8.6328373
MouseMove,844,332,8.6338269
MouseMove,841,335,8.6345711
MouseMove,834,342,8.635567700000001
MouseMove,832,344,8.6365158
MouseMove,829,347,8.6378211
MouseMove,828,348,8.6388989
MouseMove,824,351,8.6399702
MouseMove,821,353,8.6407763
MouseMove,818,355,8.641884899999999
MouseMove,816,358,8.6426774
MouseMove,810,363,8.643647199999998
MouseMove,807,366,8.6448494
MouseMove,803,368,8.645746
MouseMove,800,371,8.6467616
MouseMove,797,374,8.6476567
MouseMove,790,380,8.6487184
MouseMove,789,381,8.6494588
MouseMove,786,384,8.652654499999999
MouseMove,782,387,8.6538161
MouseMove,781,388,8.6554362
MouseMove,777,391,8.6569099
MouseMove,771,397,8.657823800000001
MouseMove,767,400,8.6586882
MouseMove,764,403,8.6594332
MouseMove,763,403,8.660178400000001
MouseMove,760,406,8.6609649
MouseMove,756,409,8.6616659
MouseMove,752,413,8.6625805
MouseMove,749,416,8.663605599999999
MouseMove,745,418,8.6648493
MouseMove,743,420,8.665552799999999
MouseMove,740,423,8.6663088
MouseMove,735,428,8.667322400000002
MouseMove,731,430,8.668455600000001
MouseMove,728,433,8.6695612
MouseMove,725,435,8.670475
MouseMove,722,438,8.6713332
MouseMove,719,441,8.6722665
MouseMove,718,442,8.673361499999999
MouseMove,712,448,8.6743732
MouseMove,709,451,8.6754972
